dimer,ipSAE_rank_001,ipSAE_rank_002,ipSAE_rank_003,ipTM_af_rank_001,ipTM_af_rank_002,ipTM_af_rank_003
ATLINE12_ORF1__AT5G02810.1,0.0,0.0,0.0,0.25,0.2,0.2
ATLINE12_ORF1__AT5G02820.1,0.0,0.0,0.0,0.13,0.14,0.13
ATLINE12_ORF1__AT5G02850.1,0.0,0.0,0.0,0.15,0.14,0.13
ATLINE12_ORF1__AT5G02870.1,0.0,0.0,0.0,0.13,0.13,0.12
ATLINE12_ORF1__AT5G02950.1,0.3096,0.0,0.0,0.48,0.22,0.22
ATLINE12_ORF1__AT5G02960.1,0.0,0.0,0.0,0.13,0.13,0.12
ATLINE12_ORF1__AT5G03070.1,0.0,0.0,0.0,0.31,0.18,0.18
ATLINE12_ORF1__AT5G03150.1,0.0,0.0,0.0,0.19,0.16,0.15
ATLINE12_ORF1__AT5G03220.1,0.0119,0.0,0.0,0.29,0.13,0.12
ATLINE12_ORF1__AT5G03280.1,0.0,0.0,0.0,0.27,0.19,0.19
ATLINE12_ORF1__AT5G03340.1,0.0,0.0,0.0,0.15,0.15,0.14
ATLINE12_ORF1__AT5G03415.1,0.0,0.0,0.0,0.14,0.12,0.13
ATLINE12_ORF1__AT5G03500.3,0.0,0.0,0.0,0.17,0.13,0.12
ATLINE12_ORF1__AT5G03510.1,0.0423,0.0,0.0,0.34,0.15,0.15
ATLINE12_ORF1__AT5G03680.1,0.0,0.0,0.0,0.21,0.21,0.18
ATLINE12_ORF1__AT5G03720.1,0.0,0.0,0.0,0.16,0.15,0.15
ATLINE12_ORF1__AT5G03740.1,0.0,0.0,0.0,0.19,0.14,0.13
ATLINE12_ORF1__AT5G03790.1,0.0,0.0,0.0,0.13,0.13,0.11
ATLINE12_ORF1__AT5G03850.1,0.0,0.0,0.0,0.23,0.14,0.13
ATLINE12_ORF1__AT5G04050.2,0.0,0.0,0.0,0.18,0.18,0.15
ATLINE12_ORF1__AT5G04150.1,0.0,0.0,0.0,0.21,0.18,0.17
ATLINE12_ORF1__AT5G04240.1,0.0,0.0,0.0,0.23,0.2,0.19
ATLINE12_ORF1__AT5G04280.1,0.0133,0.0,0.0127,0.24,0.19,0.18
ATLINE12_ORF1__AT5G04290.1,0.0,0.0,0.0,0.22,0.22,0.22
ATLINE12_ORF1__AT5G04340.1,0.0,0.0,0.0,0.14,0.14,0.12
ATLINE12_ORF1__AT5G04410.1,0.0,0.0,0.0,0.18,0.17,0.16
ATLINE12_ORF1__AT5G04430.2,0.0,0.0,0.0,0.14,0.13,0.13
ATLINE12_ORF1__AT5G04560.2,0.0,0.0117,0.0,0.37,0.35,0.33
ATLINE12_ORF1__AT5G04590.1,0.0,0.0,0.0,0.18,0.17,0.14
ATLINE12_ORF1__AT5G04640.1,0.0,0.0,0.0,0.14,0.14,0.13
ATLINE12_ORF1__AT5G04670.1,0.0,0.0,0.0,0.21,0.2,0.16
ATLINE12_ORF1__AT5G04760.1,0.0,0.0,0.0,0.23,0.15,0.12
ATLINE12_ORF1__AT5G04800.4,0.0,0.0,0.0,0.14,0.13,0.13
ATLINE12_ORF1__AT5G04810.1,0.0,0.0,0.0,0.19,0.16,0.16
ATLINE12_ORF1__AT5G04820.1,0.0,0.0,0.0,0.15,0.15,0.14
ATLINE12_ORF1__AT5G04840.1,0.0,0.0,0.0,0.19,0.15,0.12
ATLINE12_ORF1__AT5G04940.2,0.0,0.0,0.0,0.23,0.16,0.15
ATLINE12_ORF1__AT5G04990.1,0.0,0.0,0.0,0.14,0.14,0.14
ATLINE12_ORF1__AT5G05090.1,0.0,0.0,0.0,0.18,0.16,0.12
ATLINE12_ORF1__AT5G05120.1,0.0,0.0,0.0,0.14,0.13,0.12
ATLINE12_ORF1__AT5G05130.1,0.0,0.0,0.0,0.22,0.19,0.17
ATLINE12_ORF1__AT5G05330.1,0.0,0.0,0.0,0.13,0.13,0.13
ATLINE12_ORF1__AT5G05410.1,0.0136,0.0,0.0,0.22,0.2,0.17
ATLINE12_ORF1__AT5G05430.1,0.0,0.0,0.0,0.19,0.17,0.15
ATLINE12_ORF1__AT5G05470.1,0.0,0.0,0.0,0.18,0.14,0.12
ATLINE12_ORF1__AT5G05490.1,0.0115,0.0,0.0,0.26,0.21,0.16
ATLINE12_ORF1__AT5G05510.1,0.0,0.0,0.0,0.18,0.17,0.15
ATLINE12_ORF1__AT5G05550.2,0.0,0.0,0.0,0.16,0.15,0.14
ATLINE12_ORF1__AT5G05560.1,0.0107,0.0,0.0,0.37,0.21,0.2
ATLINE12_ORF1__AT5G05610.2,0.0101,0.0,0.0,0.25,0.15,0.13
ATLINE12_ORF1__AT5G05620.1,0.0,0.0,0.0,0.2,0.16,0.14
ATLINE12_ORF1__AT5G05660.1,0.0,0.0,0.0,0.24,0.17,0.16
ATLINE12_ORF1__AT5G05680.1,0.0,0.0,0.0,0.18,0.18,0.15
ATLINE12_ORF1__AT5G05720.1,0.0,0.0,0.0,0.16,0.16,0.14
ATLINE12_ORF1__AT5G05790.1,0.0,0.0,0.0,0.15,0.14,0.14
ATLINE12_ORF1__AT5G05970.2,0.0,0.0,0.0,0.26,0.25,0.18
ATLINE12_ORF1__AT5G06000.1,0.0,0.0,0.0,0.19,0.18,0.13
ATLINE12_ORF1__AT5G06070.1,0.0,0.0,0.0,0.17,0.15,0.13
ATLINE12_ORF1__AT5G06080.1,0.0,0.0,0.0,0.15,0.13,0.13
ATLINE12_ORF1__AT5G06100.3,0.0,0.0,0.0,0.19,0.18,0.17
ATLINE12_ORF1__AT5G06110.2,0.0,0.0,0.0,0.16,0.15,0.14
ATLINE12_ORF1__AT5G06120.1,0.0,0.0,0.0,0.24,0.23,0.2
ATLINE12_ORF1__AT5G06150.1,0.0,0.0,0.0,0.15,0.15,0.14
ATLINE12_ORF1__AT5G06160.1,0.0,0.0,0.0,0.16,0.13,0.13
ATLINE12_ORF1__AT5G06250.2,0.0,0.0,0.0,0.16,0.14,0.13
ATLINE12_ORF1__AT5G06270.1,0.0,0.0,0.0,0.2,0.2,0.13
ATLINE12_ORF1__AT5G06420.2,0.0,0.0,0.0,0.17,0.17,0.14
ATLINE12_ORF1__AT5G06460.1,0.0,0.0,0.0,0.28,0.25,0.21
ATLINE12_ORF1__AT5G06500.1,0.1364,0.0,0.0,0.34,0.24,0.22
ATLINE12_ORF1__AT5G06510.2,0.0,0.0,0.0,0.15,0.14,0.12
ATLINE12_ORF1__AT5G06520.1,0.0,0.0,0.0,0.21,0.17,0.15
ATLINE12_ORF1__AT5G06550.1,0.0,0.0,0.0,0.2,0.16,0.15
ATLINE12_ORF1__AT5G06590.1,0.0,0.0,0.0,0.15,0.13,0.13
ATLINE12_ORF1__AT5G06650.1,0.0116,0.0,0.0,0.14,0.13,0.13
ATLINE12_ORF1__AT5G06680.1,0.0,0.0,0.0,0.18,0.16,0.15
ATLINE12_ORF1__AT5G06710.1,0.0,0.0,0.0,0.15,0.14,0.14
ATLINE12_ORF1__AT5G06770.1,0.0121,0.0,0.0,0.19,0.14,0.13
ATLINE12_ORF1__AT5G06800.1,0.0,0.0,0.0,0.16,0.14,0.14
ATLINE12_ORF1__AT5G06810.1,0.0,0.0,0.0,0.24,0.19,0.18
ATLINE12_ORF1__AT5G06830.1,0.0,0.0,0.0,0.16,0.16,0.14
ATLINE12_ORF1__AT5G06839.3,0.0,0.0,0.0,0.22,0.21,0.14
ATLINE12_ORF1__AT5G06890.1,0.0,0.0,0.0,0.29,0.24,0.24
ATLINE12_ORF1__AT5G06950.4,0.0,0.0,0.0,0.2,0.16,0.14
ATLINE12_ORF1__AT5G06960.2,0.0,0.0,0.0,0.21,0.18,0.16
ATLINE12_ORF1__AT5G06980.4,0.0,0.0,0.0,0.17,0.16,0.14
ATLINE12_ORF1__AT5G07090.1,0.0,0.0,0.0,0.14,0.13,0.11
ATLINE12_ORF1__AT5G07100.1,0.0,0.0,0.0,0.13,0.12,0.12
ATLINE12_ORF1__AT5G07160.1,0.0,0.0,0.0,0.14,0.13,0.11
ATLINE12_ORF1__AT5G07170.1,0.0,0.0,0.0,0.18,0.18,0.16
ATLINE12_ORF1__AT5G07210.1,0.0,0.0,0.0,0.23,0.18,0.16
ATLINE12_ORF1__AT5G07290.1,0.0,0.0,0.0,0.21,0.19,0.17
ATLINE12_ORF1__AT5G07310.1,0.0,0.0,0.0,0.15,0.13,0.12
ATLINE12_ORF1__AT5G07350.2,0.0,0.0,0.0,0.18,0.17,0.17
ATLINE12_ORF1__AT5G07400.1,0.0,0.0,0.0,0.2,0.18,0.17
ATLINE12_ORF1__AT5G07560.1,0.0,0.0,0.0,0.12,0.09,0.09
ATLINE12_ORF1__AT5G07580.1,0.0,0.0,0.0,0.15,0.14,0.14
ATLINE12_ORF1__AT5G07590.1,0.0142,0.0,0.0,0.49,0.17,0.13
ATLINE12_ORF1__AT5G07660.1,0.0,0.0,0.0,0.19,0.19,0.18
ATLINE12_ORF1__AT5G07680.1,0.0,0.0,0.0,0.19,0.12,0.12
ATLINE12_ORF1__AT5G07690.1,0.0,0.0,0.0,0.16,0.14,0.14
ATLINE12_ORF1__AT5G07810.1,0.0,0.0,0.0,0.21,0.2,0.19
ATLINE12_ORF1__AT5G07900.1,0.0,0.0,0.0,0.15,0.15,0.13
ATLINE12_ORF1__AT5G08010.1,0.0,0.0,0.0,0.19,0.18,0.15
ATLINE12_ORF1__AT5G08020.1,0.0,0.0,0.0,0.15,0.14,0.13
ATLINE12_ORF1__AT5G08050.1,0.0,0.0,0.0,0.11,0.1,0.1
ATLINE12_ORF1__AT5G08070.1,0.0,0.0,0.0,0.13,0.14,0.13
ATLINE12_ORF1__AT5G08130.5,0.0,0.0,0.0,0.2,0.17,0.14
ATLINE12_ORF1__AT5G08141.1,0.0,0.0114,0.0,0.23,0.17,0.14
ATLINE12_ORF1__AT5G08190.1,0.0,0.0,0.0,0.18,0.16,0.14
ATLINE12_ORF1__AT5G08230.1,0.0,0.0,0.0,0.25,0.24,0.23
ATLINE12_ORF1__AT5G08290.1,0.0,0.0,0.0,0.15,0.12,0.12
ATLINE12_ORF1__AT5G08330.1,0.0,0.0,0.0,0.15,0.14,0.13
ATLINE12_ORF1__AT5G08520.1,0.0,0.0,0.0,0.17,0.15,0.14
ATLINE12_ORF1__AT5G08550.1,0.0,0.0,0.0,0.3,0.27,0.15
ATLINE12_ORF1__AT5G08565.2,0.0,0.0,0.0,0.27,0.27,0.18
ATLINE12_ORF1__AT5G08650.1,0.0,0.0,0.0,0.14,0.14,0.14
ATLINE12_ORF1__AT5G08780.1,0.0129,0.0106,0.0,0.3,0.27,0.14
ATLINE12_ORF1__AT5G08790.1,0.0,0.0,0.0,0.27,0.18,0.13
ATLINE12_ORF1__AT5G09210.1,0.0,0.0,0.0,0.16,0.16,0.15
ATLINE12_ORF1__AT5G09230.7,0.0,0.0,0.0,0.15,0.13,0.13
ATLINE12_ORF1__AT5G09240.2,0.0,0.0,0.0,0.2,0.19,0.18
ATLINE12_ORF1__AT5G09250.1,0.0,0.0,0.0,0.18,0.12,0.11
ATLINE12_ORF1__AT5G09330.4,0.0,0.0,0.0,0.19,0.18,0.17
ATLINE12_ORF1__AT5G09380.1,0.0,0.0,0.0,0.17,0.16,0.14
ATLINE12_ORF1__AT5G09410.3,0.0,0.0,0.0,0.31,0.19,0.18
ATLINE12_ORF1__AT5G09460.1,0.0105,0.0,0.0115,0.21,0.21,0.16
ATLINE12_ORF1__AT5G09490.1,0.0,0.0,0.0,0.18,0.18,0.13
ATLINE12_ORF1__AT5G09500.1,0.0,0.0,0.0,0.19,0.15,0.13
ATLINE12_ORF1__AT5G09510.1,0.0,0.0,0.0,0.13,0.12,0.11
ATLINE12_ORF1__AT5G09610.1,0.0,0.0,0.0,0.19,0.18,0.17
ATLINE12_ORF1__AT5G09740.1,0.0,0.0,0.0,0.15,0.15,0.14
ATLINE12_ORF1__AT5G09750.1,0.0,0.0,0.0,0.15,0.13,0.12
ATLINE12_ORF1__AT5G09770.1,0.0,0.0,0.0,0.13,0.12,0.12
ATLINE12_ORF1__AT5G09790.2,0.0,0.0,0.0,0.16,0.14,0.12
ATLINE12_ORF1__AT5G09810.1,0.0,0.0,0.0,0.21,0.19,0.15
ATLINE12_ORF1__AT5G09860.1,0.0,0.0,0.0,0.14,0.13,0.13
ATLINE12_ORF1__AT5G09920.1,0.0,0.0,0.0,0.17,0.15,0.14
ATLINE12_ORF1__AT5G10010.1,0.0,0.0,0.0,0.19,0.18,0.17
ATLINE12_ORF1__AT5G10030.2,0.0,0.0,0.0,0.15,0.14,0.14
ATLINE12_ORF1__AT5G10120.1,0.0,0.0,0.0,0.22,0.15,0.14
ATLINE12_ORF1__AT5G10140.1,0.3014,0.0113,0.0168,0.37,0.22,0.21
ATLINE12_ORF1__AT5G10150.1,0.0,0.0,0.0,0.15,0.15,0.14
ATLINE12_ORF1__AT5G10270.1,0.0,0.0,0.0,0.19,0.17,0.16
ATLINE12_ORF1__AT5G10360.1,0.0,0.0,0.0,0.13,0.12,0.12
ATLINE12_ORF1__AT5G10370.1,0.0,0.0,0.0,0.38,0.22,0.2
ATLINE12_ORF1__AT5G10440.1,0.0,0.0,0.0,0.17,0.15,0.14
ATLINE12_ORF1__AT5G10470.2,0.0,0.0,0.0,0.22,0.18,0.18
ATLINE12_ORF1__AT5G10480.3,0.0,0.0,0.0,0.15,0.12,0.11
ATLINE12_ORF1__AT5G10510.3,0.0,0.0,0.0,0.21,0.17,0.15
ATLINE12_ORF1__AT5G10570.1,0.0,0.0,0.0,0.17,0.16,0.14
ATLINE12_ORF1__AT5G10890.1,0.0,0.0,0.0,0.21,0.19,0.17
ATLINE12_ORF1__AT5G10910.1,0.0,0.0,0.0,0.17,0.15,0.13
ATLINE12_ORF1__AT5G10950.1,0.0123,0.0118,0.0105,0.21,0.18,0.18
ATLINE12_ORF1__AT5G10970.1,0.0,0.0,0.0,0.13,0.13,0.11
ATLINE12_ORF1__AT5G10980.1,0.0,0.0,0.0,0.16,0.15,0.14
ATLINE12_ORF1__AT5G11050.1,0.0,0.0,0.0,0.2,0.17,0.14
ATLINE12_ORF1__AT5G11060.1,0.0,0.0,0.0,0.14,0.14,0.14
ATLINE12_ORF1__AT5G11190.1,0.0,0.0,0.0,0.16,0.15,0.15
ATLINE12_ORF1__AT5G11260.1,0.0,0.0,0.0,0.11,0.1,0.1
ATLINE12_ORF1__AT5G11270.1,0.0,0.0,0.0,0.17,0.16,0.14
ATLINE12_ORF1__AT5G11300.1,0.3597,0.0,0.0,0.47,0.19,0.16
ATLINE12_ORF1__AT5G11340.1,0.0,0.0,0.0,0.26,0.26,0.16
ATLINE12_ORF1__AT5G11430.1,0.013,0.012,0.0,0.31,0.26,0.24
ATLINE12_ORF1__AT5G11470.1,0.0102,0.0,0.0,0.33,0.21,0.16
ATLINE12_ORF1__AT5G11510.1,0.0,0.0,0.0,0.18,0.18,0.17
ATLINE12_ORF1__AT5G11530.1,0.0177,0.0,0.0,0.37,0.24,0.23
ATLINE12_ORF1__AT5G11590.1,0.0,0.0,0.0,0.14,0.13,0.13
ATLINE12_ORF1__AT5G11680.1,0.0,0.0,0.0,0.16,0.15,0.14
ATLINE12_ORF1__AT5G11750.1,0.0,0.0,0.0,0.15,0.15,0.11
ATLINE12_ORF1__AT5G11900.1,0.0,0.0,0.0,0.17,0.11,0.11
ATLINE12_ORF1__AT5G12110.1,0.0,0.0,0.0,0.17,0.12,0.12
ATLINE12_ORF1__AT5G12190.1,0.0,0.0,0.0,0.14,0.12,0.11
ATLINE12_ORF1__AT5G12230.1,0.0,0.0,0.0,0.15,0.15,0.13
ATLINE12_ORF1__AT5G12250.1,0.0,0.0,0.0,0.19,0.17,0.15
ATLINE12_ORF1__AT5G12280.1,0.0,0.0,0.0,0.16,0.16,0.14
ATLINE12_ORF1__AT5G12330.4,0.0,0.0,0.0,0.22,0.16,0.14
ATLINE12_ORF1__AT5G12360.1,0.0,0.0,0.0,0.17,0.12,0.12
ATLINE12_ORF1__AT5G12840.3,0.0,0.0,0.0,0.18,0.15,0.13
ATLINE12_ORF1__AT5G12850.1,0.0,0.0,0.0,0.18,0.17,0.16
ATLINE12_ORF1__AT5G12870.1,0.0,0.0,0.0,0.15,0.14,0.14
ATLINE12_ORF1__AT5G12980.1,0.0,0.0,0.0,0.32,0.14,0.13
ATLINE12_ORF1__AT5G13010.1,0.0,0.0,0.0,0.27,0.27,0.23
ATLINE12_ORF1__AT5G13020.1,0.0,0.0,0.0,0.19,0.18,0.17
ATLINE12_ORF1__AT5G13060.1,0.0,0.0,0.0,0.18,0.17,0.16
ATLINE12_ORF1__AT5G13080.1,0.0,0.0,0.0,0.16,0.15,0.14
ATLINE12_ORF1__AT5G13130.1,0.0,0.0,0.0,0.2,0.19,0.18
ATLINE12_ORF1__AT5G13180.1,0.0,0.0,0.0,0.16,0.14,0.12
ATLINE12_ORF1__AT5G13240.1,0.0,0.0,0.0,0.19,0.17,0.14
ATLINE12_ORF1__AT5G13330.1,0.0,0.0,0.0,0.15,0.14,0.12
ATLINE12_ORF1__AT5G13510.1,0.0,0.0,0.0,0.11,0.1,0.1
ATLINE12_ORF1__AT5G13570.2,0.0,0.0,0.0,0.19,0.18,0.14
ATLINE12_ORF1__AT5G13660.2,0.0,0.0,0.0,0.21,0.17,0.15
ATLINE12_ORF1__AT5G13680.1,0.0,0.0,0.0,0.2,0.2,0.17
ATLINE12_ORF1__AT5G13690.1,0.0,0.0,0.0,0.2,0.19,0.18
ATLINE12_ORF1__AT5G13730.1,0.0138,0.0,0.0,0.28,0.2,0.13
ATLINE12_ORF1__AT5G13790.1,0.0,0.0,0.0,0.13,0.12,0.12
ATLINE12_ORF1__AT5G13830.1,0.0,0.0,0.0,0.17,0.12,0.12
ATLINE12_ORF1__AT5G13910.1,0.0,0.0,0.0,0.13,0.12,0.12
ATLINE12_ORF1__AT5G13960.1,0.0,0.0,0.0,0.18,0.17,0.15
ATLINE12_ORF1__AT5G14000.1,0.0,0.0,0.0,0.15,0.14,0.13
ATLINE12_ORF1__AT5G14010.1,0.0,0.0,0.0,0.15,0.13,0.12
ATLINE12_ORF1__AT5G14070.1,0.0,0.0,0.0,0.23,0.22,0.18
ATLINE12_ORF1__AT5G14170.1,0.0,0.0,0.0,0.14,0.13,0.12
ATLINE12_ORF1__AT5G14280.1,0.0,0.0,0.0,0.15,0.14,0.14
ATLINE12_ORF1__AT5G14320.1,0.0,0.0,0.0,0.13,0.13,0.11
ATLINE12_ORF1__AT5G14340.1,0.0,0.0,0.0,0.23,0.13,0.13
ATLINE12_ORF1__AT5G14370.1,0.0,0.0,0.0,0.18,0.14,0.14
ATLINE12_ORF1__AT5G14490.1,0.0,0.0,0.0,0.15,0.14,0.14
ATLINE12_ORF1__AT5G14520.1,0.0,0.0,0.0,0.23,0.14,0.13
ATLINE12_ORF1__AT5G14600.1,0.0,0.0,0.0,0.27,0.21,0.16
ATLINE12_ORF1__AT5G14620.1,0.0,0.0,0.0,0.24,0.18,0.16
ATLINE12_ORF1__AT5G14750.1,0.0,0.0,0.0,0.15,0.13,0.13
ATLINE12_ORF1__AT5G14960.1,0.0,0.0,0.0,0.16,0.15,0.14
ATLINE12_ORF1__AT5G15020.1,0.0,0.0,0.0,0.28,0.22,0.2
ATLINE12_ORF1__AT5G15130.1,0.0,0.0,0.0,0.21,0.16,0.15
ATLINE12_ORF1__AT5G15150.1,0.0,0.0,0.0,0.14,0.14,0.13
ATLINE12_ORF1__AT5G15160.1,0.0,0.0,0.0,0.19,0.16,0.14
ATLINE12_ORF1__AT5G15170.1,0.0,0.0,0.0,0.18,0.18,0.18
ATLINE12_ORF1__AT5G15200.1,0.0,0.0,0.0,0.12,0.12,0.12
ATLINE12_ORF1__AT5G15210.1,0.0103,0.0,0.0,0.16,0.15,0.15
ATLINE12_ORF1__AT5G15220.1,0.0,0.0,0.0,0.17,0.15,0.12
ATLINE12_ORF1__AT5G15380.1,0.0,0.0,0.0,0.22,0.18,0.16
ATLINE12_ORF1__AT5G15480.1,0.0,0.0,0.0,0.16,0.13,0.13
ATLINE12_ORF1__AT5G15510.2,0.0108,0.0,0.0,0.22,0.16,0.13
ATLINE12_ORF1__AT5G15520.1,0.0,0.0,0.0,0.13,0.11,0.11
ATLINE12_ORF1__AT5G15540.1,0.0,0.0,0.0,0.22,0.2,0.2
ATLINE12_ORF1__AT5G15610.1,0.0322,0.0,0.0,0.38,0.14,0.13
ATLINE12_ORF1__AT5G15760.1,0.0101,0.0,0.0,0.22,0.14,0.12
ATLINE12_ORF1__AT5G15800.2,0.0,0.0,0.0,0.14,0.13,0.13
ATLINE12_ORF1__AT5G15830.1,0.0,0.0,0.0,0.12,0.11,0.11
ATLINE12_ORF1__AT5G15920.1,0.0,0.0,0.0,0.17,0.17,0.17
ATLINE12_ORF1__AT5G15980.1,0.0,0.0,0.0,0.19,0.18,0.16
ATLINE12_ORF1__AT5G16130.1,0.0,0.0,0.0,0.11,0.11,0.1
ATLINE12_ORF1__AT5G16180.1,0.0,0.0,0.0,0.15,0.15,0.14
ATLINE12_ORF1__AT5G16260.1,0.0,0.0,0.0,0.2,0.15,0.14
ATLINE12_ORF1__AT5G16270.1,0.0,0.0,0.0,0.25,0.2,0.17
ATLINE12_ORF1__AT5G16470.1,0.0,0.0,0.0,0.2,0.17,0.14
ATLINE12_ORF1__AT5G16560.1,0.0,0.0,0.0,0.15,0.14,0.13
ATLINE12_ORF1__AT5G16600.1,0.0,0.0,0.0,0.14,0.14,0.13
ATLINE12_ORF1__AT5G16630.2,0.0,0.0,0.0,0.21,0.21,0.21
ATLINE12_ORF1__AT5G16680.1,0.0289,0.013,0.0,0.42,0.33,0.3
ATLINE12_ORF1__AT5G16690.1,0.0,0.0,0.0,0.18,0.18,0.16
ATLINE12_ORF1__AT5G16730.1,0.0,0.0,0.0,0.16,0.15,0.15
ATLINE12_ORF1__AT5G16750.1,0.0,0.0,0.0,0.2,0.19,0.16
ATLINE12_ORF1__AT5G16780.1,0.0,0.0,0.0,0.19,0.17,0.16
ATLINE12_ORF1__AT5G16790.1,0.0,0.0,0.0,0.11,0.09,0.09
ATLINE12_ORF1__AT5G16820.2,0.0,0.0,0.0,0.18,0.16,0.15
ATLINE12_ORF1__AT5G16850.1,0.0,0.0,0.0,0.2,0.19,0.17
ATLINE12_ORF1__AT5G17020.1,0.0,0.0,0.0,0.23,0.23,0.2
ATLINE12_ORF1__AT5G17260.1,0.0,0.0,0.0,0.24,0.2,0.16
ATLINE12_ORF1__AT5G17290.1,0.0,0.0,0.0,0.17,0.15,0.13
ATLINE12_ORF1__AT5G17300.1,0.0,0.0,0.0,0.16,0.14,0.14
ATLINE12_ORF1__AT5G17410.2,0.0,0.0,0.0,0.14,0.14,0.14
ATLINE12_ORF1__AT5G17430.1,0.0,0.0,0.0,0.22,0.19,0.16
ATLINE12_ORF1__AT5G17440.1,0.0,0.0,0.0,0.16,0.16,0.13
ATLINE12_ORF1__AT5G17490.1,0.0,0.0,0.0,0.24,0.15,0.15
ATLINE12_ORF1__AT5G17510.1,0.0,0.0,0.0,0.17,0.16,0.15
ATLINE12_ORF1__AT5G17620.1,0.0,0.0,0.0,0.16,0.14,0.14
ATLINE12_ORF1__AT5G17660.1,0.0,0.0,0.0,0.16,0.14,0.13
ATLINE12_ORF1__AT5G17690.1,0.0,0.0,0.0,0.15,0.15,0.14
ATLINE12_ORF1__AT5G17800.1,0.0,0.0,0.0,0.15,0.14,0.14
ATLINE12_ORF1__AT5G17870.1,0.0,0.0,0.0,0.15,0.12,0.11
ATLINE12_ORF1__AT5G17900.1,0.0,0.0,0.0,0.17,0.14,0.13
ATLINE12_ORF1__AT5G17920.2,0.0,0.0,0.0,0.18,0.17,0.15
ATLINE12_ORF1__AT5G18110.1,0.0,0.0,0.0,0.2,0.13,0.12
ATLINE12_ORF1__AT5G18190.1,0.0,0.0,0.0,0.17,0.16,0.15
ATLINE12_ORF1__AT5G18230.2,0.0,0.0,0.0,0.27,0.17,0.15
ATLINE12_ORF1__AT5G18240.4,0.0123,0.0,0.0,0.26,0.23,0.19
ATLINE12_ORF1__AT5G18270.2,0.0,0.0,0.0,0.15,0.13,0.13
ATLINE12_ORF1__AT5G18300.1,0.0118,0.0,0.0,0.35,0.16,0.12
ATLINE12_ORF1__AT5G18380.1,0.0,0.0,0.0,0.14,0.14,0.13
ATLINE12_ORF1__AT5G18410.1,0.0,0.0,0.0,0.2,0.19,0.19
ATLINE12_ORF1__AT5G18450.1,0.0,0.0,0.0,0.17,0.14,0.13
ATLINE12_ORF1__AT5G18560.1,0.0,0.0,0.0,0.17,0.15,0.13
ATLINE12_ORF1__AT5G18600.1,0.0,0.0,0.0,0.29,0.22,0.16
ATLINE12_ORF1__AT5G18680.1,0.0,0.0,0.0,0.24,0.23,0.18
ATLINE12_ORF1__AT5G18790.1,0.0,0.0,0.0,0.13,0.12,0.11
ATLINE12_ORF1__AT5G18810.1,0.0,0.0,0.0,0.12,0.11,0.11
ATLINE12_ORF1__AT5G18830.3,0.0,0.0,0.0,0.21,0.19,0.19
ATLINE12_ORF1__AT5G18960.1,0.0,0.0,0.0,0.17,0.16,0.15
ATLINE12_ORF1__AT5G19310.1,0.0,0.0,0.0,0.2,0.17,0.18
ATLINE12_ORF1__AT5G19350.1,0.0,0.0,0.0,0.16,0.15,0.14
ATLINE12_ORF1__AT5G19400.3,0.0,0.0,0.0,0.25,0.2,0.18
ATLINE12_ORF1__AT5G19480.2,0.0,0.0,0.0,0.17,0.13,0.12
ATLINE12_ORF1__AT5G19485.1,0.0,0.0,0.0,0.16,0.15,0.13
ATLINE12_ORF1__AT5G19510.1,0.0,0.0,0.0,0.16,0.13,0.12
ATLINE12_ORF1__AT5G19650.1,0.0,0.0,0.0,0.16,0.15,0.14
ATLINE12_ORF1__AT5G19680.1,0.0,0.0,0.0,0.22,0.18,0.17
ATLINE12_ORF1__AT5G19780.1,0.0,0.0,0.0,0.2,0.16,0.15
ATLINE12_ORF1__AT5G19790.1,0.0,0.0,0.0,0.12,0.12,0.12
ATLINE12_ORF1__AT5G19820.1,0.0,0.0,0.0,0.27,0.25,0.23
ATLINE12_ORF1__AT5G19910.2,0.0,0.0,0.0,0.18,0.17,0.14
ATLINE12_ORF1__AT5G20010.1,0.0,0.0,0.0,0.16,0.16,0.15
ATLINE12_ORF1__AT5G20020.1,0.0,0.0,0.0,0.18,0.17,0.17
ATLINE12_ORF1__AT5G20160.2,0.0,0.0,0.0,0.17,0.16,0.12
ATLINE12_ORF1__AT5G20170.1,0.0,0.0,0.0,0.17,0.16,0.15
ATLINE12_ORF1__AT5G20180.2,0.0,0.0,0.0,0.15,0.14,0.12
ATLINE12_ORF1__AT5G20200.1,0.0,0.0,0.0,0.2,0.18,0.18
ATLINE12_ORF1__AT5G20220.2,0.0,0.0,0.0,0.25,0.14,0.13
ATLINE12_ORF1__AT5G20240.1,0.0,0.0,0.0,0.16,0.13,0.13
ATLINE12_ORF1__AT5G20290.1,0.0,0.0,0.0,0.12,0.12,0.12
ATLINE12_ORF1__AT5G20320.1,0.0,0.0,0.0,0.25,0.22,0.22
ATLINE12_ORF1__AT5G20420.1,0.0327,0.012,0.0106,0.41,0.38,0.36
ATLINE12_ORF1__AT5G20490.1,0.0,0.0,0.0,0.2,0.2,0.19
ATLINE12_ORF1__AT5G20610.1,0.0,0.0,0.0,0.22,0.22,0.2
ATLINE12_ORF1__AT5G20730.1,0.0821,0.0,0.0,0.39,0.23,0.2
ATLINE12_ORF1__AT5G20850.1,0.0,0.0,0.0,0.22,0.12,0.11
ATLINE12_ORF1__AT5G20920.3,0.0,0.0,0.0,0.12,0.12,0.11
